fpr,tpr
0.0,0.0
0.0,0.01544943820224719
0.0,0.046348314606741575
0.0,0.06460674157303371
0.0,0.09410112359550561
0.0,0.12780898876404495
0.0,0.1601123595505618
0.0,0.19662921348314608
0.0,0.21769662921348315
0.0,0.25140449438202245
0.0,0.27808988764044945
0.0,0.29213483146067415
0.0,0.31179775280898875
0.0,0.34269662921348315
0.0,0.3595505617977528
0.0,0.3792134831460674
0.0,0.39325842696629215
0.0,0.40308988764044945
0.0,0.41151685393258425
0.0,0.41713483146067415
0.0,0.4241573033707865
0.0,0.43679775280898875
0.0,0.44662921348314605
0.0,0.449438202247191
0.0,0.45646067415730335
0.0,0.46207865168539325
0.0,0.4705056179775281
0.0,0.476123595505618
0.0,0.48735955056179775
0.0,0.4957865168539326
0.0,0.5
0.0,0.5056179775280899
0.0,0.5140449438202247
0.0,0.5210674157303371
0.0,0.5252808988764045
0.0,0.5308988764044944
0.0,0.5351123595505618
0.0,0.5407303370786517
0.0,0.550561797752809
0.0,0.5589887640449438
0.0,0.5617977528089888
0.0,0.5702247191011236
0.0,0.5842696629213483
0.0018083182640144665,0.5912921348314607
0.0018083182640144665,0.5926966292134831
0.0018083182640144665,0.598314606741573
0.0018083182640144665,0.5997191011235955
0.0018083182640144665,0.6095505617977528
0.0018083182640144665,0.6123595505617978
0.0018083182640144665,0.6193820224719101
0.0018083182640144665,0.6221910112359551
0.0018083182640144665,0.6235955056179775
0.003616636528028933,0.6264044943820225
0.003616636528028933,0.6334269662921348
0.003616636528028933,0.6348314606741573
0.003616636528028933,0.6418539325842697
0.003616636528028933,0.6446629213483146
0.0054249547920434,0.648876404494382
0.0054249547920434,0.6573033707865169
0.0054249547920434,0.6643258426966292
0.0054249547920434,0.6657303370786517
0.007233273056057866,0.6685393258426966
0.007233273056057866,0.6741573033707865
0.007233273056057866,0.6783707865168539
0.007233273056057866,0.6839887640449438
0.007233273056057866,0.6882022471910112
0.007233273056057866,0.6910112359550562
0.007233273056057866,0.6924157303370787
0.007233273056057866,0.6966292134831461
0.009041591320072333,0.702247191011236
0.009041591320072333,0.7064606741573034
0.009041591320072333,0.7092696629213483
0.009041591320072333,0.7106741573033708
0.009041591320072333,0.7148876404494382
0.009041591320072333,0.7205056179775281
0.0108499095840868,0.723314606741573
0.0108499095840868,0.726123595505618
0.0108499095840868,0.7289325842696629
0.0108499095840868,0.7317415730337079
0.012658227848101266,0.7331460674157303
0.012658227848101266,0.7359550561797753
0.012658227848101266,0.7401685393258427
0.012658227848101266,0.7429775280898876
0.012658227848101266,0.7443820224719101
0.014466546112115732,0.7471910112359551
0.014466546112115732,0.75
0.014466546112115732,0.7528089887640449
0.018083182640144666,0.7612359550561798
0.0216998191681736,0.7626404494382022
0.0216998191681736,0.7654494382022472
0.0216998191681736,0.773876404494382
0.0216998191681736,0.7794943820224719
0.0216998191681736,0.7851123595505618
0.0216998191681736,0.7921348314606742
0.0216998191681736,0.7935393258426966
0.023508137432188065,0.7935393258426966
0.023508137432188065,0.8047752808988764
0.02531645569620253,0.8061797752808989
0.02531645569620253,0.8103932584269663
0.027124773960216998,0.8117977528089888
0.03074141048824593,0.8117977528089888
0.03074141048824593,0.8160112359550562
0.03074141048824593,0.8188202247191011
0.0325497287522604,0.8202247191011236
0.0325497287522604,0.8230337078651685
0.0325497287522604,0.827247191011236
0.0325497287522604,0.8328651685393258
0.0325497287522604,0.8342696629213483
0.0325497287522604,0.8398876404494382
0.03616636528028933,0.8398876404494382
0.039783001808318265,0.8441011235955056
0.04159132007233273,0.8441011235955056
0.04159132007233273,0.8455056179775281
0.0433996383363472,0.848314606741573
0.0433996383363472,0.8497191011235955
0.045207956600361664,0.851123595505618
0.045207956600361664,0.8539325842696629
0.04701627486437613,0.8553370786516854
0.04701627486437613,0.8581460674157303
0.048824593128390596,0.8595505617977528
0.048824593128390596,0.8609550561797753
0.048824593128390596,0.8637640449438202
0.05063291139240506,0.8637640449438202
0.05063291139240506,0.8806179775280899
0.05244122965641953,0.8820224719101124
0.05244122965641953,0.8848314606741573
0.05244122965641953,0.8890449438202247
0.054249547920433995,0.8904494382022472
0.054249547920433995,0.8918539325842697
0.05605786618444846,0.8918539325842697
0.05605786618444846,0.8974719101123596
0.059674502712477394,0.8974719101123596
0.0650994575045208,0.901685393258427
0.0650994575045208,0.9058988764044944
0.06690777576853527,0.9073033707865169
0.06690777576853527,0.9101123595505618
0.06871609403254973,0.9115168539325843
0.0705244122965642,0.9115168539325843
0.0705244122965642,0.9157303370786517
0.07233273056057866,0.9185393258426966
0.07414104882459313,0.9199438202247191
0.07414104882459313,0.9213483146067416
0.0759493670886076,0.9241573033707865
0.0759493670886076,0.9297752808988764
0.0759493670886076,0.9325842696629213
0.07775768535262206,0.9339887640449438
0.07956600361663653,0.9339887640449438
0.07956600361663653,0.9367977528089888
0.08318264014466546,0.9367977528089888
0.08318264014466546,0.9438202247191011
0.09584086799276673,0.9438202247191011
0.10126582278481013,0.9438202247191011
0.10126582278481013,0.9466292134831461
0.10307414104882459,0.9480337078651685
0.10307414104882459,0.9508426966292135
0.10488245931283906,0.9508426966292135
0.10488245931283906,0.9536516853932584
0.10849909584086799,0.9550561797752809
0.11030741410488246,0.9550561797752809
0.11392405063291139,0.9578651685393258
0.11754068716094032,0.9578651685393258
0.12115732368896925,0.9592696629213483
0.12115732368896925,0.9620786516853933
0.12477396021699819,0.9620786516853933
0.13200723327305605,0.9620786516853933
0.13381555153707053,0.9634831460674157
0.13381555153707053,0.9648876404494382
0.13562386980108498,0.9648876404494382
0.13924050632911392,0.9648876404494382
0.13924050632911392,0.9662921348314607
0.1410488245931284,0.9662921348314607
0.14828209764918626,0.9662921348314607
0.15009041591320071,0.9676966292134831
0.15009041591320071,0.9691011235955056
0.15370705244122965,0.9691011235955056
0.15732368896925858,0.9691011235955056
0.1609403254972875,0.9691011235955056
0.16817359855334538,0.9691011235955056
0.1717902350813743,0.9691011235955056
0.1735985533453888,0.9691011235955056
0.17721518987341772,0.9691011235955056
0.17902350813743217,0.9705056179775281
0.18083182640144665,0.9705056179775281
0.18806509945750452,0.9705056179775281
0.189873417721519,0.9705056179775281
0.19529837251356238,0.9705056179775281
0.19891500904159132,0.9705056179775281
0.19891500904159132,0.9719101123595506
0.2007233273056058,0.9719101123595506
0.2007233273056058,0.973314606741573
0.20253164556962025,0.9747191011235955
0.20614828209764918,0.9747191011235955
0.20614828209764918,0.976123595505618
0.20795660036166366,0.976123595505618
0.20795660036166366,0.9775280898876404
0.2115732368896926,0.9775280898876404
0.21518987341772153,0.9775280898876404
0.21699819168173598,0.9775280898876404
0.21699819168173598,0.9789325842696629
0.2206148282097649,0.9789325842696629
0.2206148282097649,0.9803370786516854
0.22603978300180833,0.9803370786516854
0.22965641952983726,0.9803370786516854
0.2332730560578662,0.9803370786516854
0.23688969258589512,0.9803370786516854
0.23869801084990958,0.9817415730337079
0.2423146473779385,0.9831460674157303
0.24593128390596744,0.9831460674157303
0.2549728752260398,0.9831460674157303
0.2585895117540687,0.9859550561797753
0.26220614828209765,0.9859550561797753
0.26763110307414106,0.9859550561797753
0.2694394213381555,0.9859550561797753
0.2766726943942134,0.9859550561797753
0.27848101265822783,0.9859550561797753
0.28390596745027125,0.9859550561797753
0.2911392405063291,0.9859550561797753
0.29475587703435807,0.9859550561797753
0.30560578661844484,0.9859550561797753
0.3092224231464738,0.9859550561797753
0.31464737793851716,0.9859550561797753
0.31464737793851716,0.9873595505617978
0.321880650994575,0.9873595505617978
0.325497287522604,0.9873595505617978
0.32730560578661844,0.9887640449438202
0.3309222423146474,0.9887640449438202
0.3309222423146474,0.9901685393258427
0.3345388788426763,0.9901685393258427
0.3399638336347197,0.9915730337078652
0.3508137432188065,0.9915730337078652
0.35804701627486435,0.9915730337078652
0.36347197106690776,0.9915730337078652
0.3707052441229656,0.9915730337078652
0.37613019891500904,0.9915730337078652
0.38698010849909587,0.9915730337078652
0.3887884267631103,0.9915730337078652
0.39421338155515373,0.9915730337078652
0.39783001808318263,0.9915730337078652
0.4014466546112116,0.9915730337078652
0.4050632911392405,0.9915730337078652
0.4050632911392405,0.9929775280898876
0.40867992766726946,0.9929775280898876
0.4159132007233273,0.9929775280898876
0.41952983725135623,0.9929775280898876
0.43037974683544306,0.9929775280898876
0.43399638336347196,0.9929775280898876
0.4358047016274864,0.9929775280898876
0.45027124773960214,0.9929775280898876
0.45207956600361665,0.9929775280898876
0.4593128390596745,0.9929775280898876
0.46112115732368897,0.9929775280898876
0.4665461121157324,0.9929775280898876
0.4701627486437613,0.9929775280898876
0.47377938517179025,0.9929775280898876
0.47739602169981915,0.9929775280898876
0.4810126582278481,0.9929775280898876
0.49547920433996384,0.9929775280898876
0.5027124773960217,0.9943820224719101
0.5244122965641953,0.9943820224719101
0.5280289330922242,0.9943820224719101
0.5370705244122965,0.9943820224719101
0.5424954792043399,0.9943820224719101
0.546112115732369,0.9957865168539326
0.5587703435804702,0.9957865168539326
0.5750452079566004,0.9957865168539326
0.5858951175406871,0.9957865168539326
0.5949367088607594,0.9957865168539326
0.596745027124774,0.9957865168539326
0.6021699819168174,0.9957865168539326
0.6039783001808319,0.9957865168539326
0.6075949367088608,0.9957865168539326
0.6112115732368897,0.9971910112359551
0.6184448462929476,0.9971910112359551
0.6347197106690777,0.9971910112359551
0.6600361663652803,0.9971910112359551
0.6618444846292948,0.9971910112359551
0.674502712477396,0.9971910112359551
0.6817359855334539,0.9971910112359551
0.6835443037974683,0.9971910112359551
0.6907775768535263,0.9985955056179775
0.7070524412296564,0.9985955056179775
0.7124773960216998,0.9985955056179775
0.7197106690777577,0.9985955056179775
0.7305605786618445,0.9985955056179775
0.7341772151898734,0.9985955056179775
0.7414104882459313,1.0
0.7486437613019892,1.0
0.759493670886076,1.0
0.7739602169981917,1.0
0.7848101265822784,1.0
0.8010849909584087,1.0
0.8444846292947559,1.0
0.8589511754068716,1.0
0.8752260397830018,1.0
0.918625678119349,1.0
0.9367088607594937,1.0
0.9584086799276673,1.0
1.0,1.0
